word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
shabby,'ʃæbi,s. mean and unworthy and despicable,"a. 衣衫褴褛的, 低劣的, 破旧的, 吝啬的, 卑鄙的",,1,,gk cet6 ky toefl ielts gre,10226,10996,r:shabbier/t:shabbiest,,
shaft,ʃæft,n. a line that forms the length of an arrow pointer\nn. a long rod or pole (especially the handle of an implement or the body of a weapon like a spear or arrow)\nn. a vertical passageway through a building (as for an elevator)\nn. (architecture) upright consisting of the vertical part of a column,"n. 轴, 箭杆, 矛, 矿井\nvt. 装杆于, 利用",,2,,cet6 ky toefl ielts,4733,5366,s:shafts/i:shafting/p:shafted/d:shafted/3:shafts,,
shark,ʃɑ:k,n. any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales\nn. a person who is ruthless and greedy and dishonest\nn. a person who is unusually skilled in certain ways\nv. play the shark; act with trickery,"n. 鲨鱼, 骗子\nv. 诈骗",,1,,gk cet6 ky,7971,4438,s:sharks/i:sharking/p:sharked/3:sharks/d:sharked,,
shatter,'ʃætә,v. break into many pieces\nv. damage or destroy\nv. cause to break into many pieces,"n. 碎片, 粉碎, 落叶, 喷洒\nvt. 打碎, 使散开, 粉碎, 破坏\nvi. 粉碎, 损坏, 脱落",,1,,cet6 ky toefl ielts,5979,5453,d:shattered/p:shattered/i:shattering/3:shatters,,
shed,ʃed,"n. an outbuilding with a single story; used for shelter or storage\nv. get rid of\nv. cast off hair, skin, horn, or feathers","n. 车棚, 小屋, 脱落之物, 分水岭\nvt. 使流出, 放射, 脱落, 散发, 摆脱\nvi. 流出, 散布, 脱落",,3,,cet4 cet6 ky toefl ielts gre,4479,4356,s:sheds/d:shed/0:shed/1:dp/i:shedding/p:shed/3:sheds,,
sheer,ʃiә,v. cause to sheer\nr. straight up or down without a break\nr. directly,"a. 绝对的, 全然的, 纯粹的, 透明的, 峻峭的\nvi. 偏转, 偏航\nvt. 使急转向, 使偏航\nadv. 完全, 全然, 峻峭\nn. 偏航",,2,,cet6 ky toefl ielts gre,3368,4198,s:sheers/p:sheered/i:sheering/3:sheers/d:sheered,,
shepherd,'ʃepәd,"n. a clergyman who watches over a group of people\nv. watch over like a shepherd, as a teacher of her pupils\nv. tend as a shepherd, as of sheep or goats","n. 牧羊人, 牧羊犬, 牧师, 保护者\nvt. 看守, 领导, 指导, 牧羊",,2,,cet4 cet6 ky toefl ielts,6385,8911,s:shepherds/p:shepherded/d:shepherded/i:shepherding/3:shepherds,,
shield,'ʃi:ld,"n. a protective covering or structure\nn. armor carried on the arm to intercept blows\nv. protect, hide, or conceal from danger or harm","n. 盾, 防卫物, 保护者, 屏蔽\nvt. 保护, 遮蔽, 屏蔽, 庇护, 挡开, 避开\nvi. 起保护作用",,2,,cet4 cet6 ky toefl ielts gre,4113,5606,s:shields/i:shielding/d:shielded/3:shields/p:shielded,,
shipment,'ʃipmәnt,n goods carried by a large vehicle\nn the act of sending off something,"n. 装船, 出货\n[经] 运送, 运送(寄出)货物, 装载",,2,,cet6 ky toefl,8047,6962,s:shipments,,
shove,ʃʌv,n. the act of shoving (giving a push to someone or something)\nv. push roughly,"n. 推, 挤\nvt. 推挤, 猛推, 强使\nvi. 推",,2,,cet6 ky toefl gre,6604,4384,p:shoved/i:shoving/d:shoved/3:shoves/s:shoves,,
shrewd,ʃru:d,s marked by practical hardheaded intelligence\ns used of persons,"a. 精明的, 锐利的, 剧烈的, 机灵的, 厉害的",,1,,cet6 ky toefl ielts gre,8648,11036,r:shrewder/t:shrewdest,,
shrink,ʃriŋk,"v. reduce in size; reduce physically\nv. become smaller or draw together\nv. decrease in size, range, or extent","n. 收缩, 萎缩, 回避\nvi. 收缩, 退缩, 萎缩, 缩小, 回避\nvt. 使收缩, 使缩小",,2,,gk cet4 cet6 ky toefl ielts gre,5528,4474,p:shrank/d:shrunk/i:shrinking/3:shrinks/s:shrinks,,
shrub,ʃrʌb,n. a low woody perennial plant usually having several major stems,"n. 矮树, 灌木, 果汁甜酒",,2,,cet6 toefl ielts gre,6140,7153,s:shrubs,,
shrug,ʃrʌg,n. a gesture involving the shoulders\nv. raise one's shoulders to indicate indifference or resignation,n. 耸肩\nv. 耸肩,,2,,cet4 cet6 ky ielts gre,2865,3191,p:shrugged/i:shrugging/3:shrugs/d:shrugged/s:shrugs,,
shutter,'ʃʌtә,n. a mechanical device on a camera that opens and closes to control the time of a photographic exposure\nn. a hinged blind for a window\nv. close with shutters,"n. 百叶窗, 关闭物, 照相机快门, 关闭者\nvt. 为...装百叶窗, 以百叶窗遮闭",,1,,cet6 ky toefl ielts,8832,9012,s:shutters/i:shuttering/p:shuttered/3:shutters/d:shuttered,,
shuttle,'ʃʌtl,n. public transport that consists of a bus or train or airplane that plies back and forth between two points\nn. bobbin that passes the weft thread between the warp threads\nv. travel back and forth between two points,"n. 穿梭, 梭子, 往返移动之物\nv. (使)穿梭移动, 往返运送",,2,,gk cet4 cet6 ky toefl ielts gre,8928,3810,s:shuttles/i:shuttling/p:shuttled/d:shuttled/3:shuttles,,
siege,si:dʒ,n. the action of an armed force that surrounds a fortified place and isolates it while continuing to attack,"n. 包围, 围攻, 再三的努力\nvt. 包围, 围攻",,2,,cet6 ky toefl ielts gre,6091,6774,s:sieges,,
sieve,siv,n. a strainer for separating lumps from powdered material or grading particles\nv. check and sort carefully\nv. distinguish and separate out,"n. 筛子, 滤网\nvt. 筛, 滤",,1,,toefl ielts,15525,17578,s:sieves/d:sieved/i:sieving/p:sieved/3:sieves,,
signal,'signl,n. any nonverbal action or gesture that encodes a message\nn. any incitement to action\nn. an electric quantity (voltage or current or field strength) whose modulation represents coded information about the source from which it comes\ns. notably out of the ordinary,"n. 信号, 暗号, 近因, 导火线\nvt. 向...作信号, 标志, 用信号通知\nvi. 发信号\na. 作为信号的, 显著的\n[计] 信号",,3,1,gk cet4 cet6 ky ielts gre,1960,2078,s:signals/p:signalled/d:signalled/i:signalling/3:signals,,
significant,sig'nifikәnt,a. important in effect or meaning\ns. fairly large\na. too closely correlated to be attributed to chance and therefore indicating a systematic relation,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",,4,1,cet4 cet6 ky toefl ielts gre,841,719,,,
signify,'signifai,v. convey or express a meaning\nv. make known with a word or signal,"vt. 象征, 预示\nvi. 要紧, 重要",,1,,cet6 ky toefl ielts gre,6005,6690,3:signifies/p:signified/i:signifying/d:signified,,
silicon,'silikәn,n. a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors,n. 硅\n[化] 硅Si,,1,,cet6 ky,8279,8531,d:siliconed/p:siliconed/i:siliconing,,
similar,'similә,a. marked by correspondence or resemblance\ns. (of words) expressing closely related meanings,"a. 相似的, 类似的\nn. 相似的东西",,4,1,zk gk ielts,543,720,,,
simulate,'simjuleit,v. make a pretence of,"vt. 模拟, 假装, 模仿\n[法] 伪装的, 模拟的; 假装的, 伪装的, 冒充",,1,,cet6 ky toefl ielts gre,9883,7892,i:simulating/d:simulated/3:simulates/p:simulated,,
simultaneous,.simәl'teinjәs,s occurring or operating at the same time,"a. 同时的, 同时发生的\n[计] 同时的",,2,,cet6 ky toefl ielts gre,7876,8695,,,
sip,sip,n. a small drink\nv. drink in sips,"n. 啜饮, 小口喝, 抿\nvi. 啜饮\nvt. 啜\n[计] 单列直插式组件",,2,,ky gre,5867,5716,p:sipped/i:sipping/s:sips/3:sips/d:sipped,,
situated,'sitjueitid,"v determine or indicate the place, site, or limits of, as if by an instrument or by a survey\nv put (something somewhere) firmly\ns situated in a particular spot or position","a. 位于...的, 坐落在...的, 处于某种境地的\n[法] 坐落...的, 位于...的, 处于某种境地的",,2,,cet6 ky ielts,0,35216,1:dp/0:situate/d:situated,,
skeleton,'skelәtn,n. something reduced to its minimal form\nn. a scandal that is kept secret\nn. the internal supporting structure that gives an artifact its shape,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸\na. 骨骼的, 概略的, 基层的, 骨干的\n[计] 骨架",,2,,cet6 ky toefl ielts gre,5954,6474,s:skeletons,,
skeptical,'skeptikәl,s denying or questioning the tenets of especially a religion\ns marked by or given to doubt,"a. 怀疑论的, 怀疑的, 不可知论的\n[法] 怀疑的, 不信的, 怀疑论者的",,,,cet6 ky toefl,0,4963,,,
skip,skip,n. a gait in which steps and hops alternate\nv. bound off one point after another,"n. 跳跃, 跳读\nvi. 跳越, 跳读, 跳绳, 遗漏, 跳级\nvt. 跳过, 遗漏\n[计] 跳过",,2,,gk cet6 ky toefl ielts,6911,4519,p:skipped/i:skipping/s:skips/d:skipped/3:skips,,
skull,skʌl,n. the bony skeleton of the head of vertebrates,"n. 头盖骨, 头脑, 好学生\n[医] 头颅",,2,,ky toefl,4520,4244,s:skulls,,
slack,slæk,n. dust consisting of a mixture of small coal fragments and coal dust and dirt that sifts out when coal is passed over a sieve\nn. a stretch of water without current or movement\nn. the quality of being loose (not taut)\nn. a cord or rope or cable that is hanging loosely,"n. 松弛, 松懈, 淡季, 闲散, 家常裤\na. 松弛的, 不流畅的, 疏忽的, 无力的, 呆滞的, 软弱的, 漏水的\nadv. 马虎地, 缓慢地\nvt. 放松, 使缓慢\nvi. 松懈, 减弱, 松弛",,1,,cet6 ky ielts gre,11676,6983,s:slacks/r:slacker/i:slacking/t:slackest/p:slacked/3:slacks/d:slacked,,
slap,slæp,"n. a blow from a flat object (as an open hand)\nv. hit with something flat, like a paddle or the open hand","n. 掴, 掌击, 侮辱, 拍击声\nv. 拍击, 惩罚\nadv. 正面地, 直接地, 突然地",,2,,cet6 ky toefl ielts,5686,4086,p:slapped/i:slapping/d:slapped/3:slaps/s:slaps,,
slash,slæʃ,n. an open tract of land in a forest that is strewn with debris from logging (or fire or wind)\nn. a strong sweeping cut made with a sharp instrument\nv. cut with sweeping strokes; as with an ax or machete\nv. cut open,"v. 猛砍, 乱砍\nn. 猛砍, 乱砍, 删减\n[计] 斜线",,2,,toefl,7123,5955,d:slashed/i:slashing/p:slashed/3:slashes/s:slashes,,
slaughter,'slɒ:tә,n. the killing of animals (as for food)\nn. the savage and excessive killing of many people,"n. 残杀, 屠杀, 杀戮\nvt. 残杀, 屠杀, 亏本出售",,2,,cet6 ky ielts gre,8774,8340,d:slaughtered/i:slaughtering/p:slaughtered/3:slaughters/s:slaughters,,
slice,slais,n. a share of something\nn. a golf shot that curves to the right for a right-handed golfer\nn. a thin flat piece cut off of some object\nn. a spatula for spreading paint or ink,"n. 薄的切片, 一部分, 菜刀\nvt. 切成薄片, 切下\nvi. 切\n[计] 片",,3,1,gk cet4 cet6 ky toefl ielts gre,4346,3333,s:slices/i:slicing/p:sliced/d:sliced/3:slices,,
slick,slik,n. a magazine printed on good quality paper\nn. a film of oil or garbage floating on top of water\nn. a trowel used to make a surface slick\nv. make slick or smooth,"a. 光滑的, 熟练的, 聪明的, 华而不实的, 老套的, 陈腐的\nadv. 灵活地, 聪明地\nvt. 使光滑, 使漂亮\nvi. 打扮整洁\nn. 光滑平面, 平滑器, 修光工具",,2,,gre,14127,7846,s:slicks/p:slicked/d:slicked/r:slicker/i:slicking/t:slickest/3:slicks,,
slide,slaid,n. a small flat rectangular piece of glass on which specimens can be mounted for microscopic study\nn. (geology) the descent of a large mass of earth or rocks or snow etc.\nn. plaything consisting of a sloping chute down which children can slide\nn. the act of moving smoothly along a surface while remaining in contact with it,"n. 滑, 滑道, 山崩, 雪崩, 幻灯片\nvt. 使滑动, 偷偷放入\nvi. 滑动, 滑落, 不知不觉陷入, 偷偷地走",,3,1,gk cet4 cet6 ky toefl ielts,2704,2174,p:slid/s:slides/i:sliding/3:slides/d:slid,,
slight,slait,"v. pay no attention to, disrespect","n. 轻蔑, 怠慢\na. 轻微的, 纤细的, 脆弱的, 苗条的\nvt. 轻视, 忽略, 怠慢",,3,1,gk cet4 cet6 ky toefl ielts gre,2237,2982,t:slightest/r:slighter/s:slights/d:slighted/p:slighted/i:slighting/3:slights,,
slip,slip,n. a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc.\nn. potter's clay that is thinned and used for coating or decorating ceramics\nn. a young and slender person\nn. an accidental misstep threatening (or causing) a fall,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人\nvi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏\nvt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝\na. 滑动的, 滑移的, 活络的, 有活结的\n[计] 串行线接口协议",,4,1,gk cet4 cet6 ky toefl ielts,1814,1786,p:slipped/i:slipping/d:slipped/s:slips/3:slips,,
slippery,'slipәri,a. causing or tending to cause things to slip or slide\ns. not to be trusted,"a. 滑的, 光滑的, 靠不住的, 圆滑的, 不稳固的\n[法] 狡猾的, 不可靠的, 不安定的",,1,,cet4 cet6 ky toefl ielts gre,8641,7707,,,
slogan,'slәugәn,n a favorite saying of a sect or political group,"n. 呐喊声, 标语, 口号",,2,,cet4 cet6 ky toefl ielts,6405,6076,s:slogans/p:sloganned,,
slope,slәup,n. an elevated geological formation\nv. be at an angle,"n. 倾斜, 斜坡, 斜率, 扛枪姿势\nvt. 使倾斜, 弄斜, 扛\nvi. 倾斜, 走, 逃走",,2,1,cet4 cet6 ky toefl ielts,3119,3434,s:slopes/p:sloped/i:sloping/3:slopes/d:sloped,,
slot,slɒt,n. a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable\nn. a small slit (as for inserting a coin or depositing mail)\nn. a position in a hierarchy or organization\nn. the trail of an animal (especially a deer),"n. 水沟, 细长孔, 硬币投币口, 缝, 狭槽, 狭通道, 位置, 一档(广播节目等)\nvt. 开槽于, 把...纳入机构\n[计] 槽; 存储槽",,2,,cet6 ky ielts gre,5604,4842,s:slots/d:slotted/p:slotted/3:slots/i:slotting,,
slum,slʌm,"n. a district of a city marked by poverty and inferior living conditions\nv. spend time at a lower socio-economic level than one's own, motivated by curiosity or desire for adventure; usage considered condescending and insensitive",n. 贫民窟\nvi. 访问贫民区,,1,,cet4 cet6 ky toefl ielts,8570,9642,s:slums/i:slumming/p:slummed/3:slums/d:slummed,,
slump,slʌmp,n. a noticeable deterioration in performance or quality\nv. assume a drooping posture or carriage\nv. fall or sink heavily\nv. fall heavily or suddenly; decline markedly,"n. 暴跌, 垂头弯腰的姿态\nvi. 猛然掉落, 陷入, 衰落(经济等)",,2,,toefl gre,6160,6804,p:slumped/d:slumped/i:slumping/s:slumps/3:slumps,,
smash,smæʃ,"n. a serious collision (especially of motor vehicles)\nv. hit hard\nv. break into pieces, as by striking or knocking over\nv. hit violently","n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币\na. 非常轰动的, 了不起的\nvt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币\nvi. 碎裂, 猛撞, 破产, 扣球, 杀球\nadv. 轰隆一声, 哗啦一声",,3,1,cet4 cet6 ky toefl ielts,4350,5113,p:smashed/d:smashed/i:smashing/3:smashes/s:smashes,,
smuggle,'smʌgl,v. import or export without paying customs duties,"vt. 偷运, 走私, 私运\nvi. 走私",,2,,cet6 ky toefl ielts gre,9577,8668,d:smuggled/p:smuggled/i:smuggling/3:smuggles,,
snack,snæk,n a light informal meal\nv eat a snack; eat lightly,"n. 小吃, 点心, 快餐\nvi. 吃零食, 吃快餐",,2,,gk cet6 ky ielts,7131,5187,s:snacks/i:snacking/3:snacks/d:snacked/p:snacked,,
snatch,snætʃ,n. a small fragment\nn. a weightlift in which the barbell is lifted overhead in one rapid motion\nv. to grasp hastily or eagerly\nv. to make grasping motions,"n. 抢夺, 攫取, 片断\nvt. 夺取, 攫取\nvi. 想抢走, 攫取",,2,,gk cet6 ky ielts gre,5049,6071,p:snatched/i:snatching/d:snatched/s:snatches/3:snatches,,
sneak,sni:k,"n. a person who is regarded as underhanded and furtive and contemptible\nv. to go stealthily or furtively\nv. put, bring, or take in a secretive or furtive manner","vi. 鬼鬼祟祟做事\nvt. 偷偷地做\nn. 鬼鬼祟祟的人, 偷偷摸摸的行为, 帆布胶底运动鞋\na. 暗中进行的",,2,,cet6 ky toefl,8704,4557,p:sneaked/i:sneaking/d:sneaked/3:sneaks/s:sneaks,,
sniff,snif,n. sensing an odor by inhaling through the nose\nv. perceive by inhaling through the nose\nv. inhale audibly through the nose,"n. 以鼻吸气, 嗅, 气息\nvi. 嗅, 蔑视, 嗤之以鼻\nvt. 闻, 用力吸, 发觉",,2,,gk cet6 ky toefl,5455,5870,p:sniffed/i:sniffing/d:sniffed/3:sniffs/s:sniffs,,
soar,sɒ:,n. the act of rising upward into the air\nv. rise rapidly\nv. fly upwards or high in the sky\nv. go or move upward,"n. 高扬, 翱翔\nvi. 往上飞舞, 高耸, 翱翔",,2,,cet6 ky ielts gre,5684,4707,p:soared/i:soaring/d:soared/3:soars,,
sober,'sәubә,v. cause to become sober\na. not affected by a chemical substance (especially alcohol),"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的\nvt. 使醒酒, 使严肃\nvi. 从醉里醒来, 变严肃",,2,,cet4 cet6 ky toefl ielts gre,7671,7423,p:sobered/3:sobers/d:sobered/i:sobering,,
sociology,.sәusi'ɒlәdʒi,n. the study and classification of human societies,n. 社会学\n[医] 社会学,,2,,cet6 ky ielts,3612,8002,s:sociologies,,
solemn,'sɒlәm,s dignified and somber in manner or character and committed to keeping promises\ns characterized by a firm and humorless belief in the validity of your opinions,"a. 严肃的, 郑重的, 庄严的",,2,,cet4 cet6 ky toefl ielts gre,8599,9168,,,
solicitor,sә'lisitә,n. a petitioner who solicits contributions or trade or votes\nn. a British lawyer who gives legal advice and prepares legal documents,"n. (英)律师, 初级律师, (美)法务官, (美)掮客, 游说者, (美)募捐者\n[经] 募损者, 律师",,3,,toefl,1625,17384,s:solicitors,,
solidarity,.sɒli'dæriti,n. a union of interests or purposes or sympathies among members of a group,"n. 团结, 团结一致, 共同一致\n[法] 团结, 共同责任",,2,,cet6 ky toefl ielts gre,5414,6213,s:solidarities,,
solitary,'sɒlitәri,n confinement of a prisoner in isolation from other prisoners\nn one who lives in solitude\ns characterized by or preferring solitude\ns of plants and animals; not growing or living in groups or colonies\ns lacking companions or companionship\ns being the only one; single and isolated from others\ns devoid of creatures,"n. 独居者\na. 孤独的, 独居的",,1,,cet6 ky toefl ielts gre,6062,6798,s:solitaries,,
solo,'sәulәu,"n. any activity that is performed alone without assistance\nn. a musical composition for one voice or instrument (with or without accompaniment)\nn. a flight in which the aircraft pilot is unaccompanied\nv. fly alone, without a co-pilot or passengers","n. 独奏, 独唱, 单独表演\na. 单独的, 独奏的, 独唱的\nvi. 放单飞",,2,,cet6 ky toefl ielts gre,5175,5164,s:solos/i:soloing/p:soloed/3:solos/d:soloed,,
soluble,'sɒljubl,a. (of a substance) capable of being dissolved in some solvent (usually water)\na. susceptible of solution or of being solved or explained,"a. 溶解的, 可溶解的, 可以解决的\n[医] 溶解的, 可溶的",,1,,cet4 cet6 ky toefl ielts gre,12780,18497,s:solubles,,
solution,sә'lu:ʃәn,n. a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution\nn. a statement that solves a problem or explains how to solve the problem\nn. a method for solving a problem\nn. the set of values that give a true statement when substituted into an equation,"n. 解决, 解答, 溶液\n[化] 溶液",,4,1,cet4 cet6 ky toefl ielts,1058,1221,s:solutions,,
sophisticated,sә'fistikeitid,a. having or appealing to those having worldly knowledge and refinement and savoir-faire\ns. intellectually appealing,"a. 复杂的, 久经世故的\n[法] 尖端的, 高级的, 非常有经验的",,3,,cet4 cet6 ky toefl ielts gre,3019,3077,1:dp/0:sophisticate,,
sour,'sauә,n. a cocktail made of a liquor (especially whiskey or gin) mixed with lemon or lime juice and sugar\nn. the taste experience when vinegar or lemon juice is taken into the mouth\nv. go sour or spoil\nv. make sour or more sour,"a. 酸的, 酸臭的, 发酵的, 愠怒的, 讨厌的, 拙劣的, 不健全的\nvi. 变酸, 发酵, 厌烦, 变坏\nvt. 使变酸, 使失望\nn. 酸味, 酸饮料",,2,1,zk gk cet4 cet6 ky toefl ielts,7745,5281,d:soured/p:soured/3:sours/i:souring/r:sourer/t:sourest,,
sovereign,'sɒvrin,n. a nation's ruler or head of state usually by hereditary right\ns. greatest in status or authority or power,"n. 元首, 独立国\na. 具有主权的, 至高无上的, 国王的, 完全的",,2,,cet6 ky toefl ielts gre,7133,8038,s:sovereigns,,
spacious,'speiʃәs,s very large in expanse or scope\ns (of buildings and rooms) having ample space,"a. 广大的, 宽广的",,1,,cet6 ky toefl ielts gre,7068,8653,,,
span,spæn,n. the complete duration of something\nn. the distance or interval between two points\nn. a unit of length based on the width of the expanded human hand (usually taken as 9 inches),"n. 指距, 全长, 跨距, 一段时间, 小范围\nvt. 以手指测量, 跨越, 架设, 持续",,2,,cet4 cet6 ky toefl ielts gre,6903,5718,i:spanning/p:spanned/3:spans/s:spans/d:spanned/0:span/1:dp,,
sparkle,'spɑ:kl,n. merriment expressed by a brightness or gleam or animation of countenance\nv. reflect brightly\nv. be lively or brilliant or exhibit virtuosity,"n. 闪耀, 火花, 活力, 发泡\nvi. 闪耀, 冒火花\nvt. 使闪耀",,2,,cet4 cet6 ky ielts,8882,10602,p:sparkled/i:sparkling/3:sparkles/s:sparkles/d:sparkled,,
specialist,'speiʃәlist,n. an expert who is devoted to one occupation or branch of learning\nn. practices one branch of medicine,"n. 专门医师, 专家\na. 专业的, 专家的",,3,1,gk cet4 cet6 ky,1808,2546,s:specialists,,
specialty,'speʃәlti,n an asset of special worth or utility\nn a distinguishing trait\nn the special line of work you have adopted as your career,"n. 专业, 专长, 特产, 特制品, 特性, 特点\na. 专门的, 独立的",,1,,toefl,17206,4553,s:specialties,,
species,'spi:ʃiz,n. (biology) taxonomic group whose members can interbreed\nn. a specific kind of something,"n. 种, 类, 外形\n[医] 茶剂; 种",,3,,cet4 cet6 ky toefl ielts,1044,1141,,,
specific,spi'sifik,n. a medicine that has a mitigating effect on a specific disease\na. (sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique\ns. stated explicitly or in detail\na. relating to or distinguishing or constituting a taxonomic species,"n. 特效药, 特性\na. 特殊的, 明确的, 具有特效的, 特定地, 具体地",,4,1,gk cet4 cet6 ky toefl ielts,882,979,s:specifics,,
specification,.spesifi'keiʃәn,n. a detailed description of design criteria for a piece of work\nn. naming explicitly\nn. (patent law) a document drawn up by the applicant for a patent of invention that provides an explicit and detailed description of the nature and use of an invention,"n. 规格, 详述, 详细说明书\n[计] 规范; 形式说明; 说明; 说明书; 规格",,1,,cet6 ky toefl ielts,3458,7835,s:specifications,,
spectacle,'spektәkl,n. something or someone seen (especially a notable or unusual sight)\nn. an elaborate and remarkable display on a lavish scale\nn. a blunder that makes you look ridiculous; used in the phrase `make a spectacle of' yourself,"n. 引人羡慕的东西, 景象, 眼镜, 场面, 公开展示",,2,,cet4 cet6 ky toefl ielts,5014,5857,s:spectacles/p:spectacled,,
spectator,spek'teitә,n. a close observer; someone who looks at something (such as an exhibition of some kind),"n. 观众, 目击者, 旁观者",,2,,cet6 ky toefl ielts gre,5037,5215,s:spectators,,
spectrum,'spektrәm,n. an ordered array of the components of an emission or wave\nn. a broad range of related objects or values or qualities or ideas or activities,"n. 光谱, 范围, 系列\n[化] 光谱",,2,,cet6 ky toefl ielts gre,3581,3893,s:spectra,,
speculate,'spekjuleit,"v. to believe especially on uncertain or tentative grounds\nv. talk over conjecturally, or review in an idle or casual way and with an element of doubt or without sufficient reason to reach a conclusion\nv. invest at a risk","vi. 深思, 推测, 投机\n[经] 投机",,3,,cet6 ky toefl ielts gre,6395,4809,i:speculating/p:speculated/d:speculated/3:speculates,,
spice,spais,n. aromatic substances of vegetable origin used as a preservative\nn. any of a variety of pungent aromatic vegetable substances used for flavoring food\nv. make more interesting or flavorful,"n. 香料, 药料, 香气, 调味品, 情趣, 少许\nvt. 加香料, 使添趣味",,2,1,cet6,7749,5640,s:spices/p:spiced/d:spiced/3:spices/i:spicing,,
spine,spain,n. a small sharp-pointed tip resembling a spike on a stem or leaf\nn. the part of a book's cover that encloses the inner side of the book's pages and that faces outward when the book is shelved\nn. a sharp rigid animal process or appendage; as a porcupine quill or a ridge on a bone or a ray of a fish fin,"n. 背骨, 脊柱, 尖刺\n[医] 脊柱; 棘, 刺; 马蹄嵴",,2,,ky toefl,4409,4904,s:spines,,
spiral,'spairәl,n. a plane curve traced by a point circling about the center but at increasing distances from the center\nn. a continuously accelerating change in the economy\nn. ornament consisting of a curve on a plane that winds around a center with an increasing distance from the center\nn. flying downward in a helical path with a large radius,"n. 螺旋形之物, 螺线\na. 螺旋形的, 盘旋的\nvi. 螺旋形下降, 螺旋形上升, 螺旋形行进\nvt. 使螺旋形行进",,2,,cet6 ky toefl ielts,8551,8028,s:spirals/i:spiralling/p:spiralled/3:spirals/d:spiralled,,
spite,spait,n feeling a need to see others suffer\nn malevolence by virtue of being malicious or spiteful or nasty\nv hurt the feelings of,"n. 恶意, 怨恨, 使人烦恼的事物\nvt. 故意刁难, 欺侮",,3,1,cet4 cet6 ky gre,14563,4179,i:spiting/p:spited/3:spites/d:spited,,
splash,splæʃ,n. the sound like water splashing\nn. a patch of bright color\nn. the act of scattering water about haphazardly\nv. mark or overlay with patches of contrasting color or texture; cause to appear splashed or spattered,"n. 飞溅, 污点, 一点儿, 溅泼声, 色斑\nvi. 溅湿, 溅开, 飞溅\nvt. 溅, 泼, 使溅起水, 洒, 使成斑驳状",,2,,cet4 cet6 ky toefl ielts,6624,6696,i:splashing/p:splashed/d:splashed/s:splashes/3:splashes,,
spoil,spɒil,n. (usually plural) valuables taken by violence (especially in war)\nn. the act of spoiling something by causing damage to it\nn. the act of stripping and taking by force\nv. become unfit for consumption or use,"n. 战利品, 赃物, 奖品, 变质, 次品\nvt. 损坏, 破坏, 溺爱\nvi. 腐坏, 掠夺",,2,1,cet4 cet6 ky toefl ielts gre,4282,6411,d:spoiled/i:spoiling/s:spoils/3:spoils/p:spoiled,,
sponge,spʌndʒ,"n. a porous mass of interlacing fibers that forms the internal skeleton of various marine animals and usable to absorb water or any porous rubber or cellulose product similarly used\nn. primitive multicellular marine animal whose porous body is supported by a fibrous skeletal framework; usually occurs in sessile colonies\nv. wipe with a sponge, so as to clean or moisten\nv. erase with a sponge; as of words on a blackboard","n. 海绵, 海绵状的东西\nvt. 用海绵擦拭, 吸收掉, 抹掉\nvi. 采集海绵, 海绵般吸收",,1,,cet4 cet6 ky toefl ielts,7966,9290,s:sponges/p:sponged/d:sponged/3:sponges/i:sponging,,
spontaneous,spɒn'teiniәs,a. happening or arising without apparent external cause,"a. 自然的, 自发的, 未经琢磨的\n[医] 自发的, 特发的, 自生的",,2,,cet4 cet6 ky toefl ielts gre,5599,6576,,,
spouse,spauz,n. a person's partner in marriage,n. 配偶,,2,,cet6 ky toefl ielts,6100,3777,s:spouses,,
sprinkle,'spriŋkl,"n. the act of sprinkling or splashing water\nv. cause (a liquid) to spatter about, especially with force\nv. rain gently\nv. scatter with liquid; wet lightly","vt. 洒, 散置, 撒, 点缀\nvi. 洒, 撒, 下小雨\nn. 洒, 撒, 散置, 小雨, 少量",,2,,cet4 cet6 ky,7937,4663,d:sprinkled/p:sprinkled/i:sprinkling/3:sprinkles/s:sprinkles,,
