index,word,sentenceId,sentence,decision,categories,rationale,severeInappropriate
208,skeptical,10154439,"There is a physical reality, but we must be skeptical of our knowledge of it.",pass,[],Being skeptical about knowledge in a physical world gives skeptical a clear questioning attitude.,false
209,enroll,12766031,Did Mary enroll in a new learning course?,pass,[],Enrolling in a learning course is a familiar education context that directly shows enroll.,false
210,clone,10782358,Creating a digital clone of someone's voice is now easier than ever.,pass,[],A digital voice clone is a contemporary but understandable technology example that clearly teaches clone.,false
211,aspect,12765015,The crisis affected every aspect of their lives.,pass,[],Every aspect of their lives is a standard whole-and-part use that clearly teaches aspect.,false
212,behavior,12380875,Tom's behavior this evening has been asinine.,pass,[],Calling behavior asinine is a direct and familiar evaluative use of behavior.,false
213,lease,10054477,We're signing a new lease on Sunday.,pass,[],Signing a new lease is a common housing transaction that makes lease clear.,false
214,opponent,10819676,Tom made his opponent tap out.,pass,[],An opponent tapping out is a recognizable sports context that directly illustrates opponent.,false
215,luggage,10236661,Stow your carry-on luggage in the overhead compartments.,pass,[],Stowing carry-on luggage overhead is a concrete travel instruction that clearly shows luggage.,false
216,loyalty,12777546,Do you think loyalty is the key to lasting love?,pass,[],Loyalty as a key to lasting love gives loyalty a familiar relationship meaning.,false
217,vicious,8089829,Tom thinks swans are even more vicious than geese.,pass,[],Comparing the aggressiveness of swans and geese gives vicious a clear animal-behavior meaning without graphic detail.,false
218,evaluate,12262025,I don't understand French well enough to evaluate poetry in the language.,pass,[],Not understanding French well enough to evaluate poetry gives evaluate a clear judgment meaning.,false
219,issue,12311342,A big conservation issue is the co-existence of people and animals.,pass,[],A conservation issue involving people and animals gives issue a clear public-problem meaning.,false
220,disregard,10104687,He has a maverick disregard for protocol.,pass,[],A maverick disregard for protocol gives disregard a clear attitude toward rules.,false
221,stability,12765327,They fought to maintain peace and stability in the galaxy.,pass,[],Maintaining peace and stability in a galaxy gives stability a clear condition-of-order meaning.,false
222,propaganda,9101344,You are not immune to propaganda.,pass,[],"Not being immune to propaganda is a concise, direct civic-media context that clearly teaches propaganda.",false
223,boring,12406383,"The lecture was pretty boring, so I started to doze off.",pass,[],A boring lecture causing sleepiness gives boring a familiar classroom context.,false
224,crucial,12767033,Data protection is crucial in the modern age.,pass,[],Data protection being crucial in the modern age is a clear contemporary importance context.,false
225,definitely,9415502,One of these potatoes was definitely bad.,pass,[],"One potato being definitely bad is a simple, concrete example of definitely.",false
226,bronze,12092164,The artifacts included statues and pieces made of bronze and terracotta.,pass,[],Bronze and terracotta artifacts give bronze a clear material-and-history context.,false
227,trial,12766130,Will the justice system face challenges in this trial?,pass,[],A justice-system trial is a direct legal context that clearly shows trial.,false
228,signal,11166812,Tom changed lanes without using his turn signal.,pass,[],Changing lanes without a turn signal is a familiar driving situation that clearly demonstrates signal.,false
229,stock,11158344,Major U.S. stock markets made strong gains Tuesday as strong earnings reports encouraged investors.,pass,[],Stock markets and earnings reports give stock a direct financial-market meaning in a complete news-style example.,false
230,mechanical,10233192,One of the benefits of using mechanical pencils is that you don't need to use a pencil sharpener.,pass,[],Mechanical pencils provide a concrete everyday object for mechanical and the comparison explains their practical benefit.,false
231,challenge,12768718,I see the potential in every challenge I face.,pass,[],Facing potential in every challenge gives challenge a familiar difficulty meaning in a short first-person statement.,false
232,communication,12759817,Tom thinks that open communication is key to mutual learning.,pass,[],Open communication supporting mutual learning is a clear interpersonal and education context.,false
233,sticky,11545071,When flaxseeds are wet they become very sticky on the outside.,pass,[],Wet flaxseeds becoming sticky is a concrete physical-property context that places the target at the center.,false
234,outbreak,12765267,Tom volunteered to assist with medical care during the outbreak.,pass,[],Volunteering during a medical outbreak places outbreak in a clear public-health event context without graphic detail.,false
235,lens,12768690,I see the world through a lens of possibility.,pass,[],A lens of possibility is a familiar figurative viewpoint expression that clearly demonstrates lens.,false
236,shaft,10762622,Tom fell down an elevator shaft.,pass,[],"Falling down an elevator shaft gives shaft a concrete structural meaning in a brief, non-graphic accident context.",false
237,nominate,10735613,The director has asked the board to nominate him for a second term.,pass,[],A director asking a board to nominate someone is a clear formal selection context.,false
238,magnetic,11095233,They're saying that the Sun's magnetic field is about to reverse or flip its polarity.,pass,[],The Sun's magnetic field changing polarity gives magnetic a precise but accessible science context.,false
239,expense,10849744,Can this be written off as a business expense?,pass,[],Writing something off as a business expense is a familiar accounting use that clearly shows expense.,false
240,schedule,10101905,I'm still trying to sort my schedule out.,pass,[],Sorting out a personal schedule is a common planning action that directly teaches schedule.,false
241,novelty,10161822,Tom gave Mary a novelty pencil sharpener for her birthday.,pass,[],"A novelty pencil sharpener is a concrete gift designed for unusual amusement, making novelty clear.",false
242,howl,12775768,They heard the howl of coyotes.,pass,[],"Hearing coyotes howl is a short, natural animal-sound context with no distracting background.",false
243,versus,10873733,"She found what she called a ""small but significant"" difference in reading text from screen versus paper.",pass,[],Comparing reading on screens versus paper gives versus a direct contrast meaning in an ordinary study context.,false
244,drought,12767967,How does Tom keep his garden thriving during a drought?,pass,[],Keeping a garden thriving during drought gives drought a concrete environmental condition.,false
245,wealthy,11745973,Mary used to work as a governess for a wealthy family.,pass,[],A governess working for a wealthy family makes wealthy clear as financially prosperous.,false
246,bandage,9805138,How do I apply a bandage?,pass,[],Asking how to apply a bandage is a direct first-aid context with the target central and no graphic detail.,false
247,ferry,12764744,They took a ferry to a nearby island for the day.,pass,[],Taking a ferry to an island is a simple transport example that makes ferry immediately concrete.,false
248,tendency,10139773,Sorry about my tendency to text people manifestos.,pass,[],Admitting a tendency to text long messages gives tendency a clear habitual-behavior use.,false
249,productivity,12777172,He seeks to improve team productivity.,pass,[],Improving team productivity is a familiar workplace goal that makes productivity clear.,false
250,norm,12776599,She questions the norm with courage.,pass,[],Questioning a norm with courage shows norm as an accepted social standard.,false
251,volume,10077494,Could you turn the volume up? I can't make out what they're saying from my apartment.,pass,[],Asking to turn up the volume while listening from another apartment is a natural everyday audio context.,false
252,vegetation,12382543,The vegetation changes and becomes sparser as temperatures rise and conditions get drier.,pass,[],Vegetation becoming sparser as conditions dry gives vegetation a clear plant-cover meaning.,false
253,reaction,11351019,She had a reaction to the anesthesia she was given prior to plastic surgery.,pass,[],"A reaction to anesthesia is a direct medical response example, and the target is clear in the complete sentence.",false
254,purchase,12152150,The cash register cannot be opened without a purchase.,pass,[],A cash register requiring a purchase gives purchase a clear transaction meaning.,false
255,collision,10142197,"After the collision, Tom and Mary exchanged insurance information.",pass,[],Exchanging insurance information after a collision is a familiar accident-response context.,false
256,giggle,12776746,He whispered something that made her giggle.,pass,[],A whispered remark causing giggling gives giggle a clear light social-reaction meaning.,false
257,cope,12764976,She found healing through teaching others to cope.,pass,[],Healing through teaching others to cope gives cope a clear manage-difficulty meaning.,false
258,tow,12308532,How much money can you make as a tow truck driver?,pass,[],A question about a tow-truck driver's earnings gives tow a concrete vehicle-service context.,false
259,element,10808836,Tom seemed out of his element.,pass,[],Being out of one's element is a common idiom that clearly presents element as a situation or domain.,false
260,drain,12401431,I pulled a huge hair clog out of the bathroom sink drain.,pass,[],Removing a hair clog from a sink drain is a concrete household action that makes drain unambiguous.,false
261,spite,7335526,"In spite of everything, Tom is happy.",pass,[],In spite of everything is a common concessive phrase that clearly demonstrates spite in its idiomatic use.,false
262,grant,10172551,"""I'll grant you three wishes,"" said the genie.",pass,[],A genie promising three wishes is a familiar narrative use of grant as give or allow.,false
263,contaminate,11148934,David Paige says it is important not to contaminate Mars with a microbe that could spread.,pass,[],Keeping a microbe from contaminating Mars gives contaminate a clear scientific cause-and-effect context.,false
264,devise,12417932,We need to devise a plan.,pass,[],Devising a plan is a direct planning use with the target central and the syntax uncomplicated.,false
265,acceptance,11558339,Reading this sentence constitutes acceptance of its terms and conditions.,pass,[],Legal terms and conditions constituting acceptance give acceptance a clear formal-contract meaning.,false
266,enforce,12766074,Will the justice system enforce new reforms?,pass,[],A justice system enforcing reforms is a clear formal-law context that directly demonstrates enforce.,false
267,bruise,10755767,That's going to leave a bruise.,pass,[],Leaving a bruise is a simple physical-result example that makes the noun clear without graphic description.,false
268,immune,10354036,You're not immune to the virus.,pass,[],Being immune to a virus is a direct health-related example of resistance.,false
269,imitate,13420210,Danish just sounds impossible to imitate.,pass,[],Finding Danish hard to imitate shows imitate as reproduce another sound or style.,false
270,survival,12766032,Is there enough food for survival on the island?,pass,[],Asking whether food is sufficient for survival on an island makes survival clear as continued living.,false
271,religious,11593686,There are good lessons to be found in every religious tradition.,pass,[],Lessons in every religious tradition give religious a neutral descriptive use without advocating a belief.,false
272,commit,11563914,"If you commit a crime, don't post about it online.",pass,[],The crime-and-posting warning directly uses commit to mean carry out an offense.,false
273,emotion,12777851,Can we find balance between reason and emotion?,pass,[],Balancing reason and emotion gives emotion a familiar contrast with thought.,false
274,overhead,12364859,"Migrant birds such as the sandhill crane fly overhead, moving south.",pass,[],Migrating birds flying overhead is a concrete spatial-direction example that is easy to visualize.,false
275,collapse,10320564,The whole thing is about to collapse.,pass,[],The whole thing about to collapse is a direct physical-failure context with the target unmistakable.,false
276,intrinsic,9694653,Tom lacks intrinsic motivation to study French.,pass,[],Intrinsic motivation to study French gives intrinsic a clear built-in or internal meaning in a learning context.,false
277,equator,12388999,The nineteen islands that make up the Galapagos lie along the equator one thousand kilometers west of Ecuador.,pass,[],Galapagos islands lying along the equator provides a precise geography context for the target.,false
278,provided,12765295,Tom provided first aid to injured civilians during the emergency.,pass,[],"Providing first aid to injured civilians clearly teaches provided as supplied help, without graphic description.",false
279,extinct,12154755,Stegosaurs dwindled in the Cretaceous and appear to have gone extinct before the end of the period.,pass,[],Stegosaurs disappearing before the end of the period gives extinct a clear species-survival meaning in a factual science context.,false
280,receipt,10110907,I can't return the product without a receipt.,pass,[],Returning a product without a receipt is a familiar shop transaction that makes receipt concrete.,false
281,privacy,12767857,Privacy protects the essence of who we are.,pass,[],Privacy protecting the essence of identity gives privacy a clear modern rights-and-personal-boundary meaning.,false
282,invest,12766163,Did the company invest in better cybersecurity tools?,pass,[],A company investing in cybersecurity tools gives invest a direct business-spending meaning.,false
283,stereo,12071337,"I had never been in a recording studio. At that time, we didn't have stereo. Everything was mono.",pass,[],The contrast between a recording studio with stereo and mono equipment gives stereo a clear audio meaning.,false
284,ignore,11079695,The double standard is impossible to ignore.,pass,[],A double standard being impossible to ignore is a natural idiomatic use that clearly demonstrates ignore.,false
285,interact,10018036,I no longer have to interact with people I have little to nothing in common with.,pass,[],Choosing not to interact with people is a direct social-contact use of interact in plain modern English.,false
286,convenience,11247749,I've color-coded the cards for your convenience.,pass,[],Color-coding cards for someone's convenience gives convenience a clear practical-help meaning.,false
287,phase,12480046,I'm allowed to go through a phase.,pass,[],"Going through a phase is a common expression for a temporary period, and the target is unmistakable.",false
288,corporate,9004057,I can't decide whether to invest in a corporate bond or a gilt.,pass,[],A corporate bond or gilt gives corporate a clear business-finance modifier meaning.,false
289,restore,12765277,They joined the effort to restore order after the natural disaster.,pass,[],Restoring order after a natural disaster gives restore a clear return-to-condition meaning.,false
290,canvas,10463752,You call this art? It's just a splotch of paint on a canvas!,pass,[],A splotch of paint on a canvas is a concrete art-material context that makes canvas immediate.,false
291,fiction,11105311,I'd like to be able to read fantasy and science fiction in other languages.,pass,[],Fantasy and science fiction in other languages gives fiction a clear literary-genre meaning.,false
292,rarely,10172764,"Mary only uses lowercase letters when she texts, and she rarely uses punctuation.",pass,[],Using lowercase letters and rarely using punctuation provides a simple frequency contrast that clearly teaches rarely.,false
293,migrant,12364859,"Migrant birds such as the sandhill crane fly overhead, moving south.",pass,[],"Migrant birds moving south provide a clear, concrete use of migrant for seasonal movement.",false
294,capable,12092209,"If you don't have a billion dollars, you aren't capable of being that evil.",reject,"[""public-controversy"",""weak-teaching-value""]","The billion-dollar claim about being evil is a hostile wealth-and-morality judgment, so capable is not taught in a neutral useful context.",false
295,subscribe,8180880,"Don't forget to like, subscribe and turn on the bell notifications.",pass,[],A like-and-subscribe reminder is a common online call to action that directly demonstrates subscribe.,false
296,romance,11044115,The Romance languages are the manner by which Latin remains alive.,reject,"[""unnatural-English"",""specialist-background""]","The sentence uses an awkward manner-by-which construction and a specialized language-history claim, so Romance is not a reliable natural model for romance.",false
297,flask,10175666,Tom keeps a flask in his inside jacket pocket.,pass,[],Keeping a flask in an inside jacket pocket gives flask a concrete everyday container meaning.,false
298,inevitable,11485256,Lower birthrates are the inevitable result of a more educated and affluent society.,pass,[],"The sentence presents inevitable as an unavoidable result in a complete demographic claim, making the target clear even though the topic is abstract.",false
299,conception,8263642,"According to Judaism, life begins at birth and not at conception.",reject,"[""religious-heavy"",""public-controversy""]",A doctrinal claim about Judaism and when life begins places conception in a sensitive religious and bioethical dispute rather than a neutral context.,false
