word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
bulk,10750477,It's cheaper if you buy in bulk.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
stray,10511609,A skunk ate the food we left out for the stray cats.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
mercury,12759610,"Mercury is the closest planet to the sun, but not the hottest.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
acid,10058430,I choked on some stomach acid and woke up.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
factor,11166959,The relevance of sport as a factor for integration of socially disadvantaged groups cannot be underestimated.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
luggage,10236661,Stow your carry-on luggage in the overhead compartments.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
responsible,10164869,Tom was responsible for more than one significant scientific breakthrough.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
foam,8567766,Most shoe soles nowadays are made from foam.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
motivate,12775177,They motivate each other to succeed.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
overcome,12294661,What are some of the difficulties you've overcome so far in quitting smoking?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
lens,12768690,I see the world through a lens of possibility.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
attract,12768016,Tom is focusing on growing plants that attract pollinators.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
register,12152150,The cash register cannot be opened without a purchase.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
impact,12768026,Tom read about the impact of global warming on agriculture.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
misfortune,10325569,Misfortune and devastation always go hand in hand.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
rash,9801148,"I have a rash on my arm, and it's very itchy.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
profitable,11822446,"As the economy faltered, his business was no longer profitable.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
tendency,10139773,Sorry about my tendency to text people manifestos.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
status,10291584,I want to check the status of my order.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
discount,12105706,You'll get a discount on your next order.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
medium,11700153,The medium is not the message.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
relieve,9390345,Gargle with saltwater to relieve the pain of a sore throat.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
complain,9805215,How do I complain about my dental treatment?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
expense,10849744,Can this be written off as a business expense?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
norm,12776599,She questions the norm with courage.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
profession,12146348,Tom left the ministerial profession after suffering a crisis of faith.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
shed,10806882,The registered dietitian says she's noticed that her clients now want to do more than just shed a few pounds.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
inspiration,12465794,Tom was my friend and a big inspiration to me.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
tow,12308532,How much money can you make as a tow truck driver?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
hostile,11247972,Lack of moderation creates a hostile environment in which it is less possible to carry out a project's main purpose.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
rarely,10172764,"Mary only uses lowercase letters when she texts, and she rarely uses punctuation.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
irony,12772555,Can you see the irony in this situation?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
stable,12766046,Are global relations more stable now?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
possess,12768666,"You possess a strength that comes not from force, but from grace.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
reference,9140815,Wikipedia is a reference work powered by an endless argument.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
submit,11699065,Eligible community members are encouraged to submit their applications online.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
management,12767964,Tom is improving his crisis management skills at work.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
scale,11928545,"History is being repeated, but on a far vaster scale.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
vegetation,12382543,The vegetation changes and becomes sparser as temperatures rise and conditions get drier.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
process,11102781,The evaporation process creates a drop in temperature of several degrees.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
vicious,8089829,Tom thinks swans are even more vicious than geese.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
coalition,12776970,They form a coalition for change.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
consequence,12777775,Does every action have a consequence?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
fusion,10367067,What's the difference between fission and fusion?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
hesitate,12140223,"If there's ever anything you don't understand, please don't hesitate to ask me.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
ridiculous,13420208,I sound ridiculous whenever I try speaking Danish.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
drain,12401431,I pulled a huge hair clog out of the bathroom sink drain.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
pitch,11237474,The sales pitch didn't go well.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
highlight,12764758,The turquoise water was the highlight of their vacation.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
beyond,12759685,Explorers may one day travel beyond our solar system to other stars.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
bounce,12766062,Can the economy bounce back after the crisis?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
elite,9365572,Tom went to an elite preparatory school.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
contribution,9951046,My contribution is still pending approval.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
sensitive,11740650,Tom has been showing more of his sensitive side lately.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
bacteria,12315070,After harmful bacteria are removed the filtered water is disinfected with chemicals.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cooperative,11822514,Bonobos are also different in that they have a more egalitarian and cooperative society than chimpanzees.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
haul,10164855,The thieves made off with quite a haul.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
unique,12759588,Floating in zero gravity is a unique experience for astronauts.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
challenge,12768718,I see the potential in every challenge I face.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cathedral,10107577,The old cathedral is a popular tourist attraction.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
overwhelming,12759700,Astronauts often describe space as both beautiful and overwhelming.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
equator,12388999,The nineteen islands that make up the Galapagos lie along the equator one thousand kilometers west of Ecuador.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
verge,11985010,"Radiated tortoises are extremely rare, and experts say they may be on the verge of extinction.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
consensus,12321418,There doesn't seem to be consensus on this among speakers.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
coupon,10162282,This coupon can only be redeemed in-store.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
bump,9794985,This post is worth a bump!,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
origin,10545416,Do you know anything about the history or origin of this flag?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
issue,12311342,A big conservation issue is the co-existence of people and animals.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
luxury,10789701,Velvet fabric is often seen as a sign of luxury.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
counter,10234334,Tom jumped over the counter to steal money from the cash register.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
oxide,9659556,Nitrous oxide is inert at room temperature.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
blunt,11905387,Tom's moody temperament sometimes leads him to make blunt remarks.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
assurance,12768696,You walk with the assurance of one who knows their path.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
negotiate,12766070,Can they negotiate better trade deals this year?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
abstract,12777304,He sculpts abstract figures from clay.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
texture,11696287,"The taste is fine, but the texture is awful.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
shaft,10762622,Tom fell down an elevator shaft.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
inevitable,11485256,Lower birthrates are the inevitable result of a more educated and affluent society.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
scrape,9365594,I can barely scrape by on what I'm making now.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
skip,12318330,I never skip the theme song to this show.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
resort,12764689,The resort had everything they needed for a perfect vacation.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
dignity,12775908,The duchess carried herself with dignity and grace.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
sour,12432377,Sour cream and onion is my favorite potato chip flavor.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
effective,12768009,What are the most effective ways to manage a crisis?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
nourish,12768024,Can Mary use rainwater to nourish her garden?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
consent,11089718,It's not consent unless it can be revoked at any time.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
fringe,12343007,"Real skeptics also apply skepticism to fringe voices, not just mainstream ones.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
schedule,10101905,I'm still trying to sort my schedule out.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
reject,11621317,Tom rejected Mary before she could reject him.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
scent,12775894,The ballroom was filled with the scent of roses.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cellar,11550135,"If you lift that candlestick, it'll move the bookcase and grant us access to the cellar.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
parallel,11923950,I can detect that there are other dimensions parallel to this one.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
caution,12773788,Shall we move forward with caution?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
string,12465773,You can't assign a string to a variable of type integer.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
represent,12465772,Why do we need to represent this as a string?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
acquire,13036756,You can't acquire a language without consuming it.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
proof,11150371,I am living proof that you failed to break me.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
specific,9935723,Some birds migrate to roost during specific seasons.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
arrogant,12095760,"In an archival interview, he was careful not to overrate his success or appear arrogant.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
dim,11989537,"Uranus is sometimes visible to the naked eye, but is very dim.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
smuggle,12381075,The tunnel was used to smuggle contraband across the border.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
appeal,11051474,I'm trying to appeal to the reasonable side of people.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
abnormal,12188741,Mental illness is a normal response to abnormal circumstances.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
stump,12389891,There's a tree stump at the bottom of the lake.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cycle,12778582,Can we ever break free from the cycle of existence?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
imitation,12424779,It's healthier to cook with eggplant or mushrooms than imitation meat.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
item,12065617,The item will go to the highest bidder.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
spice,9942974,Tom bought a new kind of pasta from the store to spice things up a bit.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
nominate,10735613,The director has asked the board to nominate him for a second term.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cater,9004022,This restaurant does not cater for vegans.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
furniture,11261806,"The furniture was beautifully polished, but did not have a bright gloss.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
recession,12766071,Will the economy recover from the global recession?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
barely,9365594,I can barely scrape by on what I'm making now.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
fascinate,11167170,His baboon story will fascinate and entertain you for sure.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
warrant,10143061,Tom told the cop to come back when he had a warrant.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
subscribe,8180880,"Don't forget to like, subscribe and turn on the bell notifications.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
elevate,12766920,Improved conditions elevate the human experience.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
slide,10834344,I'll let it slide this time.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
encourage,12767998,How can we encourage more people to protect the environment?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
mere,10731229,I can shut your whole system down with the mere push of a button.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
accommodate,10460391,"Unfortunately, we're unable to accommodate your request.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
stability,12765327,They fought to maintain peace and stability in the galaxy.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
majority,12364652,The wonder is that the majority of the emigrants continued their westward journey.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cape,9101056,Tom is the only person wearing a cape.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
haunt,11100993,Tom's soul is doomed to haunt Boston forever.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
application,10188421,Tom filled out an application for a credit card.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
plaster,9805498,Can I travel on a plane if I have a plaster cast?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
conduct,12766103,Did they conduct a cybersecurity audit recently?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
alien,12759640,Landing on an alien planet is a dream many scientists hope to achieve.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
solemn,12206483,"Mary extended her little finger, sealing their agreement with a solemn pinky swear.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
resent,12095704,I resent your implication that I am engaged to you only because of your money.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
periodic,12048508,Former trainees are apprised of key changes and updates through periodic communication.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
assignment,11315186,I can help you with that assignment.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
perception,12766805,Learning opens new doors of perception.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
tissue,11165195,Surgeons can use the adhesive to reconnect skin and tissue inside the body.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
oxygen,12774938,Do we need more oxygen tanks?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
display,11537730,"The wealthy display their dazzling luxury, the poor drape themselves proudly in their rags.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
fertilizer,11233041,Algal overload is common in waterways worldwide caused by fertilizer runoff and poor sewage management.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cute,10054543,You're cute when you sleep. And also when you're awake.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
conservation,12311342,A big conservation issue is the co-existence of people and animals.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
emergency,12765224,Mary played a key role in the volunteer emergency relief team.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
toll,11117042,Space travel takes a heavy toll on one's body.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
velvet,12775955,The palace windows were draped with velvet curtains.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
flush,11354319,You have to jiggle the handle to get it to flush.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
cognitive,11969319,Cognitive behavioral therapy doesn't work for everything or everyone.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
scrap,8781948,You are like someone who builds a house from scrap lumber.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",random-semantic-pass1,216481793,false
