word,sentenceId,sentence,decision,categories,rationale,reviewType,seed,severeInappropriate
defy,11580293,He promises to enchant every one who dares defy his power.,reject,archaic; fantastical-context,Enchanting and defying a ruler's power create an archaic fantasy scene that is not a modern default context for defy.,risk-targeted,,false
degenerate,12115322,We never ought to allow our instincts of justice to degenerate into mere vindictiveness.,reject,context-too-hard; unnatural-English,"The surrounding vocabulary or technical background is substantially harder than the target word. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
demand,12087155,Some products may not have the scalability or the demand here in this country.,reject,context-too-hard,Scalability and market-demand language create business jargon that makes demand harder than a default context should.,risk-targeted,,false
demonstrate,11488281,That's what I want to demonstrate.,reject,context-dependent,The sentence is not sufficiently standalone or leaves a key reference unresolved.,risk-targeted,,false
denial,11538966,I was in denial of being an emo kid.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
denote,9951226,One of the functions of the genitive case in Russian is to denote possession.,reject,specialist-background; context-too-hard,Genitive case and Russian grammar are specialist linguistic terms that overwhelm the basic target denote.,risk-targeted,,false
depress,11290486,"Analysts warn that China could cut steel production, which would further depress iron ore prices.",reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
deprive,11047785,Deprive the donkey of straw so that it forgets the oats.,reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
derive,11168919,Yet Evlin seems to derive wisdom from her personal experiences and the experiences of others around her.,reject,proper-noun-heavy; context-too-hard,"The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
descendant,12267992,Tom's conlang is a descendant of Punic spoken in an alternate reality Italy.,reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
deserve,12187601,What did this company's hardworking employees do to deserve such bosses?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
design,10363149,I do graphic design for some T-shirt sites.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
desire,8738510,I wish you lots of bright stars and all the flowers you desire.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
destination,12778564,Is happiness found in the journey or the destination?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
destined,12778575,Are we destined to repeat our mistakes?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
destruction,8613695,An alien messenger gave Noah advance notice of the imminent destruction of his planet.,reject,religious-heavy; obscure-background,"The sentence depends on a religious controversy or background that is unnecessary for the target word. The sentence requires obscure names, places, history, or specialist background before it can be understood.",risk-targeted,,false
device,9825447,You're already paying to carry a tracking device around.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
devise,12417932,We need to devise a plan.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
diagnose,11213385,But a new phone app may be able to help diagnose any potential problems on the field.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
diffuse,11165205,"There were no galaxies or even stars, only diffuse gas.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
diligent,9031383,The slow blue puma dives under the diligent cat.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dim,11989537,"Uranus is sometimes visible to the naked eye, but is very dim.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dimension,8755638,The shadow people are spies from another dimension.,reject,fantastical-context; weak-teaching-value,"Shadow people spying from another dimension is a paranormal premise, so dimension is not grounded in a reliable default-learning context.",risk-targeted,,false
diploma,11257157,Tom got his degree from a diploma mill.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
discipline,11168053,The popular conception of evolutionary psychology is even less scientific than the discipline itself.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
disease,12000276,Life is a sexually transmitted disease that is always fatal.,reject,sexual; medical-heavy,The sentence describes a sexually transmitted fatal disease.,risk-targeted,,false
disgust,11789689,Tom's face couldn't help but telegraph his disgust.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dismiss,12038108,Government supporters dismiss the allegations as false and contemptible.,reject,political-heavy; public-controversy,The sentence is a news-style allegation about government supporters and adds unnecessary political controversy.,risk-targeted,,false
disorder,12128440,"My thoughts on life vary with my mood, and I have a mood disorder.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
display,11537730,"The wealthy display their dazzling luxury, the poor drape themselves proudly in their rags.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
disregard,10104687,He has a maverick disregard for protocol.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
distinguish,5153393,Philosophers distinguish between a priori and a posteriori knowledge.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
divine,9193752,I believed everything around me was a sign of some divine mission.,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
divorce,13148373,Tom and Mary were going through a messy divorce at the time.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dizzy,12128624,"His head was dizzy, and he staggered to and fro like a drunken man.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dodge,9944199,He fled to Canada to dodge the draft.,reject,political-heavy; context-too-hard,Dodge the draft requires conscription and historical-policy background that is unnecessary for teaching the target's ordinary meaning.,risk-targeted,,false
dolphin,10157656,I'd like to be reincarnated as a dolphin.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
domain,11043132,The musician releases her less successful works into the public domain.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
domestic,11309260,The cheetah is very closely related to the domestic cat.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
doubtless,12038284,"He was evidently unconscious, doubtless in an anaesthetised sleep.",reject,medical-heavy; context-too-hard,The sentence makes the learner process unnecessary medical detail instead of the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
drag,11352143,More drag shows need to be protected by armed antifascists.,reject,sexual; political-heavy; violence,"The sentence contains sexual or explicit material that is not appropriate as a default learning context. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
drain,12401431,I pulled a huge hair clog out of the bathroom sink drain.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dread,10723394,I dread more the peril to my good name.,reject,archaic; unnatural-English,The inversion I dread more the peril and the literary word peril make this an unnatural modern example for dread.,risk-targeted,,false
drill,12382550,"Whether the Bantu hunted the drill is unclear, but its meat is certainly prized today.",reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
drought,12767967,How does Tom keep his garden thriving during a drought?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dwarf,10820386,The stunning photos reveal a complex and varied terrain on the icy dwarf planet.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
dwell,12766633,It does not do to dwell on dreams and forget to live.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
easter,12134669,Christmas and Easter are national holidays in America.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
edible,10780141,Why would I buy cucumbers from the store when I have an edible garden back home?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
efficiency,9805751,"Which is more important, creativity or efficiency?",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
ego,12766820,Elevation requires letting go of ego.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
electric,10274991,Electric motors deliver strong acceleration because they offer more torque than equivalent gasoline engines.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
electrical,12093783,"In a heat exchanger, the molten salt turns water into steam for turbines that turn electrical generators.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
electronic,11100971,It can be used as a lubricant for machines or electronic parts.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
element,12434464,You need to consider the spiritual element.,reject,religious-heavy; weak-teaching-value,"The sentence depends on a religious controversy or background that is unnecessary for the target word. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
elementary,11518080,Are elementary school children old enough to learn about heterosexuality?,reject,sexual,The sentence contains sexual or explicit material that is not appropriate as a default learning context.,risk-targeted,,false
eliminate,11997754,There is no non-malicious reason to eliminate single-toilet gender-neutral restrooms.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
elite,9365572,Tom went to an elite preparatory school.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
eloquent,12007328,"He was a strident defender and eloquent spokesperson for our home planet, Earth.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
embed,9452996,The aliens embed themselves in tinfoil and take over the mind of anyone who wraps it around their head.,reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
embody,12768736,You embody the quiet strength that speaks louder than words.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
emerge,12772708,Not until dawn did the truth emerge.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
emotion,10804111,The left frontal lobe plays a role in controlling mood and emotion.,reject,medical-heavy; context-too-hard,The sentence makes the learner process unnecessary medical detail instead of the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
employment,7807095,Beyle works at an employment agency.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
enclosure,12308182,Tom fell into the lion enclosure.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
encounter,12138360,Anyone you encounter may be traumatized.,reject,medical-heavy; context-dependent,The sentence makes the learner process unnecessary medical detail instead of the target word. The sentence is not sufficiently standalone or leaves a key reference unresolved.,risk-targeted,,false
endeavor,11944884,Shoplifting from massive corporations is a noble endeavor.,reject,political-heavy; weak-teaching-value,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
endurance,12765387,The space journey tested their skills and endurance.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
endure,12769181,"The mountains endure, as we must.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
energetic,11698519,The troupe is enthralling audiences around the country with their energetic performances.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
engage,12759781,Tom likes to engage Mary in thoughtful conversations about various subjects.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
engine,10778153,She revved up the motorcycle's engine in preparation for the stunt.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
enhance,12766026,Did they enhance their cybersecurity protocols?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
enormous,9998017,This enormous longhorn beetle is found around mango and fig trees.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
enrich,7530201,"There are no good flags, only good people working together to enrich each other and their society.",reject,political-heavy; weak-teaching-value,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The target word is incidental, ambiguous, or too weakly illustrated to justify the context burden.",risk-targeted,,false
enroll,12766031,Did Mary enroll in a new learning course?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
ensue,11906254,The president's argument is that chaos would ensue if he were forced from office.,reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
entertainment,12775933,Shall we begin the evening's entertainment?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
enthusiastic,12042057,"While some were more enthusiastic about the job than others, she says nearly all agreed waitressing is hard work.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
envisage,11419146,"They envisage using the eagles against drones that fly into restricted air space, or above a public event.",reject,context-too-hard; violence,"The surrounding vocabulary or technical background is substantially harder than the target word. The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context.",risk-targeted,,false
epoch,11044319,Scientists say a new geologic epoch has begun whereby humans are causing major damage to global water systems.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
equality,11607426,"Since everyone is born into a different family with differing levels of wealth, we don't have equality of opportunity.",reject,political-heavy; context-too-hard,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
equator,12388999,The nineteen islands that make up the Galapagos lie along the equator one thousand kilometers west of Ecuador.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
erosion,10841928,Tidal waves and coastal erosion have submerged an entire fishing community on Ghana's eastern coast.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
escort,5268344,"No, I am not an escort.",reject,sexual,The sentence is ambiguous with a sex-work meaning and is not suitable as a default example.,risk-targeted,,false
establish,12766036,Will they establish new trade routes soon?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
eternal,12777830,Is the soul eternal or fleeting?,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
ethnic,11034377,Matheson says ethnic tensions continue to simmer despite the outward calm.,reject,political-heavy; hate,"The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word. The sentence contains an identity-based generalization, slur-adjacent framing, or hateful conflict that is not needed for teaching.",risk-targeted,,false
evaluate,12262025,I don't understand French well enough to evaluate poetry in the language.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
evidence,11036085,The evidence for this is fragmentary and could have other interpretations.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
evident,12771351,"Once the dust settled, the truth was evident.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
evolution,11076028,He is an anthropology professor at our university who studies the evolution of societies.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
exception,12465775,This function takes a string and either returns an integer or throws an exception.,reject,context-too-hard; specialist-background,"Strings, integer types, and exceptions are programming terms that make exception inaccessible as a default learning context.",risk-targeted,,false
exceptional,11626783,"I take it all on myself! When the load is not too heavy and it is exceptional, I accept it.",reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
excess,9715179,Any religion or philosophy can be taken to excess.,reject,religious-heavy,The sentence depends on a religious controversy or background that is unnecessary for the target word.,risk-targeted,,false
execute,11765250,Mass shootings require a high amount of executive function to plan and execute.,reject,violence,The sentence frames mass shootings as the example context.,risk-targeted,,false
executive,11765250,Mass shootings require a high amount of executive function to plan and execute.,reject,violence,The sentence frames mass shootings as the example context.,risk-targeted,,false
exhaust,11120980,The threats range from diesel exhaust and unchecked forest fires fouling the air to untreated waste poisoning the water.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
exotic,12764616,Tom and Mary booked a flight to an exotic destination.,reject,context-dependent; weak-teaching-value,"An exotic destination is vague travel-marketing language with no concrete referent, so exotic is not taught precisely.",risk-targeted,,false
expense,10849744,Can this be written off as a business expense?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
explicit,13267046,Mary blackmailed Tom using explicit photos stolen from his computer.,reject,sexual,The sentence describes explicit photos used for blackmail.,risk-targeted,,false
expression,11824039,"Larry came in from the kitchen, a woebegone expression on his face.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
extensive,10169351,"After an extensive investigation, Tom was cleared of any wrongdoing.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
external,12766077,Is the island economy reliant on external trade?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
extinct,12154755,Stegosaurs dwindled in the Cretaceous and appear to have gone extinct before the end of the period.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
extraordinary,11170654,The stock exchange has been chalking up extraordinary numbers.,reject,context-too-hard; unnatural-English,"A stock exchange chalking up numbers combines finance jargon with an idiom, making extraordinary less accessible than necessary.",risk-targeted,,false
extreme,11170398,Abject poverty and lack of work has led people to go to extreme measures.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
fabric,10789701,Velvet fabric is often seen as a sign of luxury.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
facet,11062533,Lion dances are a facet of traditional Chinese culture.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
factor,11166959,The relevance of sport as a factor for integration of socially disadvantaged groups cannot be underestimated.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
fatal,12000276,Life is a sexually transmitted disease that is always fatal.,reject,sexual; medical-heavy,The sentence describes a sexually transmitted fatal disease.,risk-targeted,,false
fatigue,11576413,"No peril daunts her, no prospect of fatigue or discomfort disheartens or repels her.",reject,unnatural-English; context-too-hard,"The wording is awkward, archaic, or unnatural for a modern default teaching example. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
feature,11039469,"This thing has a safety feature built in, I'll bet.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
federal,11984703,I have reason to believe Tom is a federal informant.,reject,political-heavy; context-dependent,"The sentence depends on an unexplained informant and allegation scenario, making the target context opaque and politically loaded.",risk-targeted,,false
fellowship,11997702,"Over the years since my fellowship ended, they have continued to be my biggest cheerleaders on my scientific journey.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
ferry,12764744,They took a ferry to a nearby island for the day.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
fertilizer,11233041,Algal overload is common in waterways worldwide caused by fertilizer runoff and poor sewage management.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
financial,9949953,I am once again asking for your financial support.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
finite,11148401,Great... another day of learning about nondeterministic finite automata.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
fixture,12380812,He was called to fix a broken light fixture.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
flank,12017042,The rocks are covered by carpets of moss and beautiful ferns flank the pristine creek banks.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
flap,11247774,The voiced retroflex flap appears as a phoneme in Bengali.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
flare,11152976,The friction that occurs during the violent vaporization process generates the flare.,reject,violence; context-too-hard,"The sentence adds unnecessary violence, weapons, threats, or graphic harm to a default learning context. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
flatter,8208358,People flatter the elephant and trample the ant.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
flexible,11152907,Holten-Anderson says iron is a key ingredient that makes the adhesive strong and flexible.,reject,context-too-hard,The surrounding vocabulary or technical background is substantially harder than the target word.,risk-targeted,,false
flip,10059979,Tom replaced his smartphone with a cheap flip phone.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
flush,11354319,You have to jiggle the handle to get it to flush.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
foam,8567766,Most shoe soles nowadays are made from foam.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
focus,12767992,Tom's focus on sustainable gardening has inspired his neighbors.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
fold,10765107,Fold and unfold along each of the lines to make a crease.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
foresee,10094907,I don't foresee ever being able to go to Boston.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
forge,12055055,"I was demoralised at times, but I knew I had to forge ahead to accomplish my dream.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
formidable,12807976,It's a formidable asset against amnesia and colonizability.,reject,context-too-hard; unnatural-English,"The surrounding vocabulary or technical background is substantially harder than the target word. The wording is awkward, archaic, or unnatural for a modern default teaching example.",risk-targeted,,false
forum,11167366,Tom was looking at some incel forum.,reject,obscure-background; political-heavy,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.",risk-targeted,,false
fossil,11263097,The fossil proved to be the first one of its kind that revealed the tail fin contour in its entirety.,reject,specialist-background; context-too-hard,Tail-fin contour and a first-of-its-kind fossil discovery are specialist paleontology details that overwhelm fossil.,risk-targeted,,false
foul,9003983,"Tom didn't want to fall foul of his teacher's wrath, so he stayed quiet in lessons.",reject,archaic; context-too-hard,"Fall foul of and teacher's wrath are idiomatic and old-fashioned, so the sentence does not model foul in a clear modern way.",risk-targeted,,false
fraction,10014210,How do you solve for the coefficient of a fraction?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
fracture,11978684,"Other injuries included a broken nose, a dislocated shoulder and a hairline fracture of a cheekbone.",reject,medical-heavy; violence,"Broken bones and a dislocated shoulder make fracture part of a multiple-injury report, which is unnecessarily medical and harm-focused for default learning.",risk-targeted,,false
frequent,11062502,A downside to frequent flyer miles is that using them is complicated.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
function,11765250,Mass shootings require a high amount of executive function to plan and execute.,reject,violence,The sentence frames mass shootings as the example context.,risk-targeted,,false
fund,10722005,They should fully fund missile defense programs.,reject,political-heavy; violence,Funding missile-defense programs places fund inside a militarized policy debate rather than a neutral money-support context.,risk-targeted,,false
furniture,11261806,"The furniture was beautifully polished, but did not have a bright gloss.",pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
furthermore,10485485,"Furthermore, I believe that the filibuster must be destroyed.",reject,political-heavy,The sentence depends on a politically charged dispute or institutional background that is unnecessary for the target word.,risk-targeted,,false
fusion,10367067,What's the difference between fission and fusion?,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
galaxy,12765133,The space explorers discovered a new planet in the galaxy.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
garment,11553812,The garment industry is the largest contributor to Bangladesh's economy.,reject,obscure-background; context-too-hard,"The sentence requires obscure names, places, history, or specialist background before it can be understood. The surrounding vocabulary or technical background is substantially harder than the target word.",risk-targeted,,false
gaze,12769160,Her gaze spoke volumes where words were scarce.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
gear,12127706,The airline says the aircraft's right-side landing gear had malfunctioned on takeoff.,pass,,"Read in full: the sentence is complete and natural, the target use is understandable, and no unnecessary charged or specialist background is required for a default learner.",risk-targeted,,false
